id,label,type,frequency,author
poem:poem_01195,The Vein,poem,1,Tom Raworth
poem:poem_01196,The Chamber,poem,1,Michael McClure
poem:poem_01197,Dream: The Night of December 23rd ﻿,poem,1,Michael McClure
poem:poem_01198,Mexico Seen from the Moving Car ﻿,poem,1,Michael McClure
poem:poem_01199,Chronic,poem,1,D. A. Powell
poem:poem_01200,Lemon Tree,poem,1,Landis Everson
poem:poem_01201,Unravelling / Shock,poem,1,Nathaniel Tarn
poem:poem_01202,End of Market Day,poem,1,Judith Harris
poem:poem_01203,The Honey Bear,poem,1,Eileen Myles
poem:poem_01204,Peanut Butter,poem,1,Eileen Myles
poem:poem_01205,Snakes,poem,1,Eileen Myles
poem:poem_01206,"Race, to go",poem,1,Fred Wah
poem:poem_01207,Zacuanpapalotls ﻿,poem,1,Brenda Cárdenas
poem:poem_01208,Vacant Blues,poem,1,Urayoán Noel
poem:poem_01209,The Lonesome Dream,poem,1,Lisel Mueller
poem:poem_01210,Palindrome,poem,1,Lisel Mueller
poem:poem_01211,Virtuosi,poem,1,Lisel Mueller
poem:poem_01212,Romantics,poem,1,Lisel Mueller
poem:poem_01213,February Snow,poem,1,Francisco Aragón
poem:poem_01214,Birthday Lights,poem,1,Calef Brown
poem:poem_01215,The Boa,poem,1,Douglas Florian
poem:poem_01216,Earth Day,poem,1,Jane Yolen
poem:poem_01217,Into the Mud,poem,1,Joyce Sidman
poem:poem_01218,Grass,poem,1,Joyce Sidman
poem:poem_01219,Morning Warming,poem,1,Joyce Sidman
poem:poem_01220,"Fly, Dragonfly!",poem,1,Joyce Sidman
poem:poem_01221,Forest Walk,poem,1,Kristine O'Connell George
poem:poem_01222,Flannel,poem,1,Kristine O'Connell George
poem:poem_01223,"You Also, Nightingale",poem,1,Reginald Shepherd
poem:poem_01224,"Jerusalem [""And did those feet in ancient time""]",poem,1,William Blake
poem:poem_01225,I am,poem,1,Ava Schicke
poem:poem_01226,Value Added,poem,1,Stephen Sandy
poem:poem_01227,Beech Forest,poem,1,Stephen Sandy
poem:poem_01228,At the Altar,poem,1,Eleanor Ross Taylor
poem:poem_01229,My Heart,poem,1,Rane Arroyo
poem:poem_01230,Orchid & Eurydice,poem,1,Joshua Clover
poem:poem_01231,Royal,poem,1,Joshua Clover
poem:poem_01232,Field Effect,poem,1,Joshua Clover
poem:poem_01233,New England Graveyard,poem,1,Stephen Sandy
poem:poem_01234,Roofs,poem,1,Stephen Sandy
poem:poem_01235,Student Letter,poem,1,Stephen Sandy
poem:poem_01236,Charley,poem,1,Stephen Sandy
poem:poem_01237,Earth Day Story,poem,1,Stephen Sandy
poem:poem_01238,Gulf Memo,poem,1,Stephen Sandy
poem:poem_01239,"Photo of Melville; Back Room, Old Bookstore",poem,1,Stephen Sandy
poem:poem_01240,Semele Recycled,poem,1,Carolyn Kizer
poem:poem_01241,Food of Love,poem,1,Carolyn Kizer
poem:poem_01242,Afternoon Happiness,poem,1,Carolyn Kizer
poem:poem_01243,Into These Knots,poem,1,Ashley Anna McHugh
poem:poem_01244,The Unquarried Blue of Those Depths Is All But Blinding,poem,1,Ashley Anna McHugh
poem:poem_01245,"Brad Pitt, Kevin Bacon, and the Brown Boy’﻿s Mother",poem,1,Ronaldo V. Wilson
poem:poem_01246,The Unnatural Apologie of Shadows,poem,1,Nathalie Handal
poem:poem_01247,Love and Strange Horses—Intima’﻿,poem,1,Nathalie Handal
poem:poem_01248,"Les É﻿ventails, Portraits of Passion",poem,1,Nathalie Handal
poem:poem_01249,Interesting Times,poem,1,Mark Jarman
poem:poem_01250,Five Psalms,poem,1,Mark Jarman
poem:poem_01251,The Truly Great,poem,1,Stephen Spender
poem:poem_01252,Dust,poem,1,Dorianne Laux
poem:poem_01253,In the Event of Change,poem,1,Tsering Wangmo Dhompa
poem:poem_01254,She Is,poem,1,Tsering Wangmo Dhompa
poem:poem_01255,In between,poem,1,Tsering Wangmo Dhompa
poem:poem_01256,Bardo,poem,1,Tsering Wangmo Dhompa
poem:poem_01257,Two Paintings by Gustav Klimt,poem,1,Jorie Graham
poem:poem_01258,Errory,poem,1,Tom Raworth
poem:poem_01259,reception. theory.,poem,1,P. Inman
poem:poem_01260,lac[e]y.,poem,1,P. Inman
poem:poem_01261,First Men on the Moon,poem,1,J. Patrick Lewis
poem:poem_01262,Tom Tigercat,poem,1,J. Patrick Lewis
poem:poem_01263,Said the Toad,poem,1,J. Patrick Lewis
poem:poem_01264,The Beak of the Pelican,poem,1,J. Patrick Lewis
poem:poem_01265,Chernobyl Year﻿,poem,1,Jehanne Dubrow
poem:poem_01266,In the Reading Room,poem,1,David Ferry
poem:poem_01267,How You Know,poem,1,Joe Mills
poem:poem_01268,Peace Lilies,poem,1,Cathy Smith Bowers
poem:poem_01269,First Encounter Beach,poem,1,Alison Hawthorne Deming
poem:poem_01270,Eve Revisited,poem,1,Alison Hawthorne Deming
poem:poem_01271,Still Burning,poem,1,Gerald Stern
poem:poem_01272,Himself,poem,1,Thomas P. Lynch
poem:poem_01273,American Smooth,poem,1,Rita Dove
poem:poem_01274,Mechanism,poem,1,A. R. Ammons
poem:poem_01275,Glass,poem,1,A. R. Ammons
poem:poem_01276,"Millennium, Six Songs",poem,1,Marilyn Chin
poem:poem_01277,Horse Horse Hyphen Hyphen,poem,1,Marilyn Chin
poem:poem_01278,Practicing﻿,poem,1,Marie Howe
poem:poem_01279,Intensive Care Unit﻿,poem,1,Adrien Stoutenburg
poem:poem_01280,Mosquito,poem,1,J. Patrick Lewis
poem:poem_01281,"Benny Said, Ruby Said",poem,1,J. Patrick Lewis
poem:poem_01282,Vinegar,poem,1,J. Patrick Lewis
poem:poem_01283,Snake Song,poem,1,J. Patrick Lewis
poem:poem_01284,"One Cow, Two Moos",poem,1,J. Patrick Lewis
poem:poem_01285,What to Wear Where,poem,1,J. Patrick Lewis
poem:poem_01286,First Girls in Little League Baseball,poem,1,J. Patrick Lewis
poem:poem_01287,The Atrophy of Private LIfe,poem,1,Jennifer Moxley
poem:poem_01288,Calling Him Back from Layoff,poem,1,Bob Hicok
poem:poem_01289,The Bridge﻿,poem,1,Lisa Jarnot
poem:poem_01290,Aubade﻿,poem,1,Tom Sleigh
poem:poem_01291,Intelligence﻿,poem,1,Tom Sleigh
poem:poem_01292,The Wound﻿,poem,1,Tom Sleigh
poem:poem_01293,The Last Word﻿,poem,1,Tom Sleigh
poem:poem_01294,Uniforms,poem,1,Barbara Schmitz
poem:poem_01295,Written by Himself,poem,1,Gregory Pardlo
poem:poem_01296,One Day,poem,1,Patricia Jabbeh Wesley
poem:poem_01297,The Acts of Youth,poem,1,John Wieners
poem:poem_01298,May You Always be the Darling of Fortune,poem,1,Jane Miller
poem:poem_01299,Double Dutch,poem,1,Gregory Pardlo
poem:poem_01300,Our Lady of Perpetual Help﻿,poem,1,April Lindner
poem:poem_01301,A Low Bank of Cloud,poem,1,Ed Roberson
poem:poem_01302,A Slim Volume Taken Into the Provinces,poem,1,Ed Roberson
poem:poem_01303,truth,poem,1,Gwendolyn Brooks
poem:poem_01304,Samuel Beckett's Dublin,poem,1,Donald Davie
poem:poem_01305,The Nonconformist,poem,1,Donald Davie
poem:poem_01306,Rodez,poem,1,Donald Davie
poem:poem_01307,A Spring Song,poem,1,Donald Davie
poem:poem_01308,No Epitaph,poem,1,Donald Davie
poem:poem_01309,The Craftsman,poem,1,Marcus B. Christian
poem:poem_01310,What You Have to Get Over,poem,1,Dick Allen
poem:poem_01311,The Water Carriers,poem,1,Angelo Giambra
poem:poem_01312,"Book 1, Epigram 5: Ad lectorem de subjecto operis sui.",poem,1,Thomas Bastard
poem:poem_01313,"Book 1, Epigram 34: Ad. Thomam Freake armig. de veris adventu. ﻿",poem,1,Thomas Bastard
poem:poem_01314,"Book 1, Epigram 39: Ad librum suum. ﻿",poem,1,Thomas Bastard
poem:poem_01315,"Book 2, Epigram 4: Ad Henricum Wottonum. ﻿",poem,1,Thomas Bastard
poem:poem_01316,"Book 2, Epigram 8",poem,1,Thomas Bastard
poem:poem_01317,"Book 2, Epigram 21: In Momum. ﻿",poem,1,Thomas Bastard
poem:poem_01318,"Book 2, Epigram 22",poem,1,Thomas Bastard
poem:poem_01319,"Book 2, Epigram 40: De libro suo. ﻿",poem,1,Thomas Bastard
poem:poem_01320,"Book 3, Epigram 36",poem,1,Thomas Bastard
poem:poem_01321,"Book 5, Epigram 20: In Misum & Mopsam.",poem,1,Thomas Bastard
poem:poem_01322,"Book 6, Epigram 7: In prophanationem nominis Dei. ﻿",poem,1,Thomas Bastard
poem:poem_01323,"Book 6, Epigram 14: De Piscatione. ﻿",poem,1,Thomas Bastard
poem:poem_01324,"Book 6, Epigram 17: In Sextum. ﻿",poem,1,Thomas Bastard
poem:poem_01325,"Book 6, Epigram 30",poem,1,Thomas Bastard
poem:poem_01326,"Book 7, Epigram 9: De senectute & iuuentute. ﻿",poem,1,Thomas Bastard
poem:poem_01327,"Book 7, Epigram 36: De puero balbutiente. ﻿",poem,1,Thomas Bastard
poem:poem_01328,"Book 7, Epigram 42",poem,1,Thomas Bastard
poem:poem_01329,"Book 7, Epigram 47: De Hominis Ortu & Sepultura. ﻿",poem,1,Thomas Bastard
poem:poem_01330,A History Without Suffering ﻿,poem,1,E. A. Markham
poem:poem_01331,Produce Wagon,poem,1,Roy Scheele
poem:poem_01332,"Book 4, Epigram 7: ""Our fathers did but use the world before""",poem,1,Thomas Bastard
poem:poem_01333,After a Rainstorm,poem,1,Robert Wrigley
poem:poem_01334,H,poem,1,Michael Palmer
poem:poem_01335,Twenty-four Logics in Memory of Lee Hickman,poem,1,Michael Palmer
poem:poem_01336,Eighth Sky,poem,1,Michael Palmer
poem:poem_01337,Autobiography 2 (hellogoodby),poem,1,Michael Palmer
poem:poem_01338,Autobiography 3,poem,1,Michael Palmer
poem:poem_01339,Lone Egret,poem,1,Kathleen M. McCann
poem:poem_01340,Christmas Prelude,poem,1,Lisa Jarnot
poem:poem_01341,Marcus Aurelius Rose,poem,1,Lisa Jarnot
poem:poem_01342,Four Glimpses of Night,poem,1,Frank Marshall Davis
poem:poem_01343,Inventing a Horse,poem,1,Meghan O'Rourke
poem:poem_01344,The Layers,poem,1,Stanley Kunitz
poem:poem_01345,End of Summer,poem,1,Stanley Kunitz
poem:poem_01346,Hunger Moon,poem,1,Jane Cooper
poem:poem_01347,Bonsai at the Potter's Stall,poem,1,Kay Mullen
poem:poem_01348,Tonight,poem,1,Ladan Osman
poem:poem_01349,Behind the Plow,poem,1,Leo Dangel
poem:poem_01350,Falling Water,poem,1,John Koethe
poem:poem_01351,Girls’ Middle School Orchestra,poem,1,Michael Ryan
poem:poem_01352,The Farmer,poem,1,W.D. Ehrhart
poem:poem_01353,The Watchers,poem,1,William Stanley Braithwaite
poem:poem_01354,Virgin Mule,poem,1,Andrei Codrescu
poem:poem_01355,April Midnight﻿,poem,1,Arthur Symons
poem:poem_01356,April Love﻿,poem,1,Ernest Dowson
poem:poem_01357,Sonnet 1 ﻿,poem,1,Sir Philip Sidney
poem:poem_01358,Sea Fever,poem,1,John Masefield
poem:poem_01359,Ode ﻿,poem,1,Arthur O'Shaughnessy
poem:poem_01360,The Sorrow of True Love ﻿,poem,1,Edward Thomas
poem:poem_01361,"Houses, Scams, Language (with a line in romanian)",poem,1,Andrei Codrescu
poem:poem_01362,A Geography of Poets,poem,1,Andrei Codrescu
poem:poem_01363,The Obvious Tradition,poem,1,Bill Berkson
poem:poem_01364,October,poem,1,Bill Berkson
poem:poem_01365,Christmas Eve,poem,1,Bill Berkson
poem:poem_01366,Variation,poem,1,Bill Berkson
poem:poem_01367,Thuringian Equals,poem,1,Bill Berkson
poem:poem_01368,Addiction,poem,1,Ken Mikolowski
poem:poem_01369,Little or Nothing,poem,1,Ken Mikolowski
poem:poem_01370,January in Detroit or Search for Tomorrow Starring Ken and Ann,poem,1,Ken Mikolowski
poem:poem_01371,Nothing,poem,1,Ken Mikolowski
poem:poem_01372,The Flower-Fed Buffaloes,poem,1,Vachel Lindsay
poem:poem_01373,Potato Soup,poem,1,Daniel Nyikos
poem:poem_01374,Mockingbird,poem,1,Judith Harris
poem:poem_01375,The Test of Fantasy,poem,1,Joanne Kyger
poem:poem_01376,The Crystal in Tamalpais,poem,1,Joanne Kyger
poem:poem_01377,September,poem,1,Joanne Kyger
poem:poem_01378,"""When I used to focus on the worries, everybody""",poem,1,Joanne Kyger
poem:poem_01379,[He is pruning the privet],poem,1,Joanne Kyger
poem:poem_01380,Trophies,poem,1,Robert Fernandez
poem:poem_01381,Wave Trough,poem,1,Robert Fernandez
poem:poem_01382,Epithalamion,poem,1,Robert Fernandez
poem:poem_01383,Fairy Tales from the Web,poem,1,Ish Klein
poem:poem_01384,No Promissory Notes,poem,1,Ish Klein
poem:poem_01385,Reading,poem,1,David Dominguez
poem:poem_01386,Wedding Portrait,poem,1,David Dominguez
poem:poem_01387,October,poem,1,Don Thompson
poem:poem_01388,Woman Feeding Chickens,poem,1,Roy Scheele
poem:poem_01389,The Pointless Nether Plow,poem,1,Will Alexander
poem:poem_01390,On Anti-Biography,poem,1,Will Alexander
poem:poem_01391,Coping Prana,poem,1,Will Alexander
poem:poem_01392,Wayfaring,poem,1,Micah Ballard
poem:poem_01393,First Rites,poem,1,Micah Ballard
poem:poem_01394,A Few Miles Off,poem,1,Micah Ballard
poem:poem_01395,Just Sepia,poem,1,Micah Ballard
poem:poem_01396,"Song for Baby-O, Unborn",poem,1,Diane di Prima
poem:poem_01397,The Window,poem,1,Diane di Prima
poem:poem_01398,"First Snow, Kerhonkson",poem,1,Diane di Prima
poem:poem_01399,Buddhist New Year Song,poem,1,Diane di Prima
poem:poem_01400,An Exercise in Love,poem,1,Diane di Prima
poem:poem_01401,Paracelsus:,poem,1,Diane di Prima
poem:poem_01402,A Certain Kind of Eden,poem,1,Kay Ryan
poem:poem_01403,Crossing Shoal Creek,poem,1,J. T. Ledbetter
poem:poem_01404,Overtime,poem,1,Jorge Evans
poem:poem_01405,Sleepers,poem,1,David Black
poem:poem_01406,Winter Sun,poem,1,Molly Fisk
poem:poem_01407,Mean,poem,1,Colette Labouff Atkinson
poem:poem_01408,Hart Crane Slept Here,poem,1,Colette Labouff Atkinson
poem:poem_01409,"""Perhaps this verse would please you better—Sue—(2)""",poem,1,Colette Labouff Atkinson
poem:poem_01410,Ice Men,poem,1,James Longenbach
poem:poem_01411,Buried Life,poem,1,James Longenbach
poem:poem_01412,Second Life,poem,1,James Longenbach
poem:poem_01413,Back to Country with Pulitzer,poem,1,Liam Rector
poem:poem_01414,Mental Mommy,poem,1,Liam Rector
poem:poem_01415,Soon the City,poem,1,Liam Rector
poem:poem_01416,January 6,poem,1,Vicki Hearne
poem:poem_01417,The Archer,poem,1,Vicki Hearne
poem:poem_01418,Passing Over Your Virtues,poem,1,Vicki Hearne
poem:poem_01419,The Claim of Speech,poem,1,Vicki Hearne
poem:poem_01420,Going to Zero,poem,1,Peter Balakian
poem:poem_01421,Warhol / Madison Ave. / 9-11,poem,1,Peter Balakian
poem:poem_01422,Reading Dickinson / Summer ‘68,poem,1,Peter Balakian
poem:poem_01423,Time in a Brown House,poem,1,Mark Halliday
poem:poem_01424,Poetry Failure,poem,1,Mark Halliday
poem:poem_01425,Divorced Fathers and Pizza Crusts,poem,1,Mark Halliday
poem:poem_01426,The Missing Poem,poem,1,Mark Halliday
poem:poem_01427,The Halls,poem,1,Mark Halliday
poem:poem_01428,"Pasco, Barbara",poem,1,Mark Halliday
poem:poem_01429,La Tuvería or An Earring’s Lament,poem,1,Peg Boyers
poem:poem_01430,Playa Colorada,poem,1,Peg Boyers
poem:poem_01431,Agony in the Garden,poem,1,Peg Boyers
poem:poem_01432,Queen Christina,poem,1,Randall Mann
poem:poem_01433,Politics,poem,1,Randall Mann
poem:poem_01434,The Mortician in San Francisco,poem,1,Randall Mann
poem:poem_01435,The End of Landscape,poem,1,Randall Mann
poem:poem_01436,Breakfast with Thom Gunn,poem,1,Randall Mann
poem:poem_01437,Anonymous Lyric,poem,1,Connie Voisine
poem:poem_01438,"To Ireland, To Bethlehem",poem,1,Connie Voisine
poem:poem_01439,Moonlight,poem,1,Paul Verlaine
poem:poem_01440,Innocents We,poem,1,Paul Verlaine
poem:poem_01441,In Muted Tone,poem,1,Paul Verlaine
poem:poem_01442,Ars Poetica,poem,1,Paul Verlaine
poem:poem_01443,Last Hope,poem,1,Paul Verlaine
poem:poem_01444,The Drunken Boat,poem,1,Arthur Rimbaud
poem:poem_01445,Lives,poem,1,Arthur Rimbaud
poem:poem_01446,Phrases,poem,1,Arthur Rimbaud
poem:poem_01447,In a Restless World Like This Is,poem,1,Charles Bernstein
poem:poem_01448,American Incognito,poem,1,David Gewanter
poem:poem_01449,Möbius,poem,1,David Gewanter
poem:poem_01450,River,poem,1,Greg Miller
poem:poem_01451,Watch,poem,1,Greg Miller
poem:poem_01452,Proteus,poem,1,Don Bogen
poem:poem_01453,Air,poem,1,Don Bogen
poem:poem_01454,Vaporizer,poem,1,Don Bogen
poem:poem_01455,Give It Back,poem,1,Don Bogen
poem:poem_01456,"from d e l e t e, Part 2",poem,1,Richard O. Moore
poem:poem_01457,"from d e l e t e, Part 6",poem,1,Richard O. Moore
poem:poem_01458,Holding On,poem,1,Richard O. Moore
poem:poem_01459,A Reminiscence,poem,1,Richard O. Moore
poem:poem_01460,Listen. Put on Morning,poem,1,W. S. Graham
poem:poem_01461,Approaches to How They Behave,poem,1,W. S. Graham
poem:poem_01462,Dear Bryan Wynter,poem,1,W. S. Graham
poem:poem_01463,The Night City,poem,1,W. S. Graham
poem:poem_01464,Giving Directions to McDonalds,poem,1,Kris Hemensley
poem:poem_01465,Four Haiku,poem,1,Kris Hemensley
poem:poem_01466,First Love,poem,1,Jan Owen
poem:poem_01467,Mirror Image,poem,1,Jan Owen
poem:poem_01468,The Return,poem,1,Jan Owen
poem:poem_01469,Eclogues,poem,1,Mark Tredinnick
poem:poem_01470,Red Moon Eclogues,poem,1,Mark Tredinnick
poem:poem_01471,The Kite,poem,1,Judith Beveridge
poem:poem_01472,How to Love Bats,poem,1,Judith Beveridge
poem:poem_01473,Paralysis,poem,1,Peter Boyle
poem:poem_01474,Equation,poem,1,Caroline Caddy
poem:poem_01475,Solitude,poem,1,Caroline Caddy
poem:poem_01476,The Poet Asks Forgiveness,poem,1,Fay Zwicky
poem:poem_01477,Letting Go,poem,1,Fay Zwicky
poem:poem_01478,Soup and Jelly,poem,1,Fay Zwicky
poem:poem_01479,The Age of Aquarius,poem,1,Fay Zwicky
poem:poem_01480,Loving in Truth,poem,1,Chris Wallace-Crabbe
poem:poem_01481,Christ at Gallipoli,poem,1,Geoff Page
poem:poem_01482,My Mother’s God,poem,1,Geoff Page
poem:poem_01483,The Lid,poem,1,Geoff Page
poem:poem_01484,Incident at Grantley Manor,poem,1,Stephen Edgar
poem:poem_01485,"At the Parrot House, Taronga Park",poem,1,Vivian Smith
poem:poem_01486,Song for Connie,poem,1,Bill Berkson
poem:poem_01487,Gilligan’s Island,poem,1,Tim Dlugos
poem:poem_01488,Pretty Convincing,poem,1,Tim Dlugos
poem:poem_01489,Ordinary Time,poem,1,Tim Dlugos
poem:poem_01490,G-9,poem,1,Tim Dlugos
poem:poem_01491,The Far West,poem,1,Tim Dlugos
poem:poem_01492,Parachute,poem,1,Tim Dlugos
poem:poem_01493,D.O.A.,poem,1,Tim Dlugos
poem:poem_01494,Monster [It's possible I misconstrued you],poem,1,Brook Emery
poem:poem_01495,Monster [I can't get my head around it],poem,1,Brook Emery
poem:poem_01496,The Paradise Flick,poem,1,Michael Sharkey
poem:poem_01497,Eating Sin,poem,1,Michael Sharkey
poem:poem_01498,Imaginary Countries: The Real World,poem,1,Michael Sharkey
poem:poem_01499,A Glass of Water,poem,1,David Musgrave
poem:poem_01500,Dew,poem,1,David Musgrave
poem:poem_01501,Contents Page,poem,1,Stephen Edgar
poem:poem_01502,Editing the Moon,poem,1,Caroline Caddy
poem:poem_01503,Robert Frost at Eighty,poem,1,Peter Boyle
poem:poem_01504,The Bush,poem,1,Chris Wallace-Crabbe
poem:poem_01505,The Menger Sponge,poem,1,Stephen Edgar
poem:poem_01506,The Amorous Cannibal,poem,1,Chris Wallace-Crabbe
poem:poem_01507,Of What is Real,poem,1,Richard Tagett
poem:poem_01508,Rivus,poem,1,Richard Tagett
poem:poem_01509,Triptych for Believers,poem,1,Richard Tagett
poem:poem_01510,The Darker Sooner,poem,1,Catherine Wing
poem:poem_01511,Enter a Cloud,poem,1,W. S. Graham
poem:poem_01512,"A College Room: Lowell R-34, 1945",poem,1,L. E. Sissman
poem:poem_01513,Our Literary Heritage,poem,1,L. E. Sissman
poem:poem_01514,Homage to Clotho: A Hospital Suite,poem,1,L. E. Sissman
poem:poem_01515,The Village: The Seasons,poem,1,L. E. Sissman
poem:poem_01516,Tras Os Montes,poem,1,L. E. Sissman
poem:poem_01517,Bless Their Hearts,poem,1,Richard Newman
poem:poem_01518,Believe This,poem,1,Richard Levine
poem:poem_01519,[They travel in threes],poem,1,Susan Hampton
poem:poem_01520,[A drunk cadet had hit them],poem,1,Susan Hampton
poem:poem_01521,[I pinch myself hard on the inner arm],poem,1,Susan Hampton
poem:poem_01522,from Totem Poem [In the yellow time of pollen],poem,1,Luke Davies
poem:poem_01523,from Totem Poem [If every step taken is a step well-lived],poem,1,Luke Davies
poem:poem_01524,from Totem Poem [Abandoned in a field near Yass],poem,1,Luke Davies
poem:poem_01525,Love Song: I and Thou,poem,1,Alan Dugan
poem:poem_01526,Fabrication of Ancestors,poem,1,Alan Dugan
poem:poem_01527,How We Heard the Name,poem,1,Alan Dugan
poem:poem_01528,Monologue of a Commercial Fisherman,poem,1,Alan Dugan
poem:poem_01529,On Hurricane Jackson,poem,1,Alan Dugan
poem:poem_01530,"Wall, Cave, and Pillar Statements, after Asôka",poem,1,Alan Dugan
poem:poem_01531,reading,poem,1,joanne burns
poem:poem_01532,the library of t-shirts,poem,1,joanne burns
poem:poem_01533,kept busy,poem,1,joanne burns
poem:poem_01534,The Cricket in the Sump,poem,1,Catherine Tufariello
poem:poem_01535,Two Gates,poem,1,Denise Low
poem:poem_01536,Mirrors at 4 a.m.,poem,1,Charles Simic
poem:poem_01537,The Friends of Heraclitus,poem,1,Charles Simic
poem:poem_01538,The White Room,poem,1,Charles Simic
poem:poem_01539,Paris Latin Quarter,poem,1,Femi Osofisan
poem:poem_01540,[The Doleful Lay of Clorinda],poem,1,Mary Sidney Herbert Countess of Pembroke
poem:poem_01541,To the Angel Spirit of the Most Excellent Sir Philip Sidney,poem,1,Mary Sidney Herbert Countess of Pembroke
poem:poem_01542,Psalm 51,poem,1,Mary Sidney Herbert Countess of Pembroke
poem:poem_01543,Psalm 55,poem,1,Mary Sidney Herbert Countess of Pembroke
poem:poem_01544,Psalm 57,poem,1,Mary Sidney Herbert Countess of Pembroke
poem:poem_01545,Psalm 84,poem,1,Mary Sidney Herbert Countess of Pembroke
poem:poem_01546,Psalm 102,poem,1,Mary Sidney Herbert Countess of Pembroke
poem:poem_01547,O,poem,1,Mary Sidney Herbert Countess of Pembroke
poem:poem_01548,Psalm 150,poem,1,Mary Sidney Herbert Countess of Pembroke
poem:poem_01549,Petition,poem,1,Dilruba Ahmed
poem:poem_01550,New Year,poem,1,Dilruba Ahmed
poem:poem_01551,Seeding an Alphabet,poem,1,Emily Warn
poem:poem_01552,The Vanishing Point,poem,1,Emily Warn
poem:poem_01553,The Tabernacle,poem,1,Emily Warn
poem:poem_01554,Study in Hands,poem,1,Théophile Gautier
poem:poem_01555,Smoke,poem,1,Théophile Gautier
poem:poem_01556,The Blind Man,poem,1,Théophile Gautier
poem:poem_01557,Last Wish,poem,1,Théophile Gautier
poem:poem_01558,Farewell to Poetry,poem,1,Théophile Gautier
poem:poem_01559,[You who want],poem,1,Jane Hirshfield
poem:poem_01560,[I was passionate],poem,1,Lal Ded
poem:poem_01561,[Of all that God has shown me],poem,1,Jane Hirshfield
poem:poem_01562,[O my Lord],poem,1,Rabi'a
poem:poem_01563,Christian Bérard,poem,1,Gertrude Stein
poem:poem_01564,"Dan Emmett Writes “Dixie,” 1859",poem,1,Rachel Richardson
poem:poem_01565,My Grandmother Plays Emily in Our Town,poem,1,Rachel Richardson
poem:poem_01566,Audubon at Oakley Plantation,poem,1,Rachel Richardson
poem:poem_01567,From the Bottom,poem,1,Brian Henry
poem:poem_01568,Rooms,poem,1,Brian Henry
poem:poem_01569,slaveships,poem,1,Lucille Clifton
poem:poem_01570,Things to Do in New York (City),poem,1,Ted Berrigan
poem:poem_01571,Frank O'Hara,poem,1,Ted Berrigan
poem:poem_01572,"[Ladies, who of my lord would fain be told]",poem,1,Gaspara Stampa
poem:poem_01573,Mutation,poem,1,William Cullen Bryant
poem:poem_01574,The Snow-Shower,poem,1,William Cullen Bryant
poem:poem_01575,Summer Wind,poem,1,William Cullen Bryant
poem:poem_01576,“I Broke the Spell That Held Me Long”,poem,1,William Cullen Bryant
poem:poem_01577,Hypostasis & New Year,poem,1,Peter Gizzi
poem:poem_01578,True Discourse on Power,poem,1,Peter Gizzi
poem:poem_01579,Song,poem,1,Adonis
poem:poem_01580,The Wound,poem,1,Adonis
poem:poem_01581,The Beginning of Speech,poem,1,Adonis
poem:poem_01582,Desert,poem,1,Adonis
poem:poem_01583,Celebrating Childhood,poem,1,Adonis
poem:poem_01584,Elizabethan,poem,1,Linda Pastan
poem:poem_01585,Lines Composed on the Body Politic: An Accounting,poem,1,Rita Dove
poem:poem_01586,The Farmer’s Bride,poem,1,Charlotte Mew
poem:poem_01587,Saturday Market,poem,1,Charlotte Mew
poem:poem_01588,Rooms,poem,1,Charlotte Mew
poem:poem_01589,From a Window,poem,1,Charlotte Mew
poem:poem_01590,Not for That City,poem,1,Charlotte Mew
poem:poem_01591,Fin de Fête,poem,1,Charlotte Mew
poem:poem_01592,Madeleine in Church,poem,1,Charlotte Mew
poem:poem_01593,Ken,poem,1,Charlotte Mew
poem:poem_01594,The Fête,poem,1,Charlotte Mew
poem:poem_01595,Getting and Spending,poem,1,Linda Gregerson
poem:poem_01596,Not Over It,poem,1,Heather McHugh
poem:poem_01597,"To Mary Sidney, On Reading Her Psalms",poem,1,Jacqueline Osherow
poem:poem_01598,Becoming Anne Bradstreet,poem,1,Eavan Boland
poem:poem_01599,“Oh Fairest of the Rural Maids”,poem,1,William Cullen Bryant
poem:poem_01600,A Winter Piece,poem,1,William Cullen Bryant
poem:poem_01601,The Yellow Violet,poem,1,William Cullen Bryant
poem:poem_01602,To the Fringed Gentian,poem,1,William Cullen Bryant
poem:poem_01603,The Prairies,poem,1,William Cullen Bryant
poem:poem_01604,Eight Ball,poem,1,Claudia Emerson
poem:poem_01605,Dirty Face,poem,1,Shel Silverstein
poem:poem_01606,Openin’ Night,poem,1,Shel Silverstein
poem:poem_01607,When I Am Gone,poem,1,Shel Silverstein
poem:poem_01608,Moment,poem,1,Carol L. Gloor
poem:poem_01609,Leaving the Hospital,poem,1,Anya Silver
poem:poem_01610,The Triumph of Death,poem,1,Rosanna Warren
poem:poem_01611,Trailer,poem,1,Chard DeNiord
poem:poem_01612,Sunday Calls,poem,1,Chard DeNiord
poem:poem_01613,The Percherons,poem,1,Chard DeNiord
poem:poem_01614,This Ecstasy,poem,1,Chard DeNiord
poem:poem_01615,The Greater Sea,poem,1,Kahlil Gibran
poem:poem_01616,Never Mind,poem,1,Dorothea Tanning
poem:poem_01617,Lucky,poem,1,Dorothea Tanning
poem:poem_01618,In Childhood,poem,1,Sarah A. Chavez
poem:poem_01619,Love Poem for Ted Neeley In Jesus Christ Superstar,poem,1,Carrie Shipers
poem:poem_01620,But It Says Nothing,poem,1,Clark Coolidge
